"R0000100","R0000600","R0001800","R0008800","R0009100","R0009600","R0010300","R0010400","R0010500","R0010600","R0013200","R0013400","R0015300","R0145100","R0146100","R0149800","R0149900","R0173600","R0214700","R0214800","R0216400","R0216601","R0217900","R0217910","T0857100","T2015100","T2998600","T3942500","T4876800","T5593000"
9750,20,1,0,1,6,9,9,6,1,2,1,1,0,-4,-4,-4,12,3,2,-4,1,1675,1,-5,-5,-5,-5,-5,-5
9751,21,1,0,1,3,6,6,2,5,0,-4,0,0,-4,-4,-4,9,3,1,3,3,3102,1,-5,-5,-5,-5,-5,-5
9752,21,1,1,1,6,0,0,1,5,0,-4,0,0,-4,-4,-4,9,3,1,3,3,5160,0,-5,-5,-5,-5,-5,-5
9753,19,2,1,6,3,2,2,1,5,2,-4,2,0,-4,-4,-4,12,3,2,3,1,0,1,-5,-5,-5,-5,-5,-5
9754,18,1,0,2,6,2,7,5,5,2,2,0,0,-4,-4,-4,14,1,2,3,1,2904,1,4,4,4,4,4,4
9755,20,1,1,1,5,1,5,4,5,3,1,1,-4,3,-4,-4,12,3,2,3,1,1780,1,-5,-5,-5,-5,-5,-5
9756,20,1,0,3,1,2,2,1,5,3,2,1,1,3,-4,-4,13,2,2,3,1,3674,1,2,2,2,2,2,2
9757,17,1,-4,1,3,2,2,5,5,2,-4,2,0,-4,2,2,13,2,2,3,2,6000,0,2,2,2,2,2,2
9758,16,1,-4,1,1,2,2,6,5,0,-4,2,0,-4,3,4,13,2,2,3,2,6000,0,-5,3,3,3,3,3
9759,14,1,-4,3,1,5,5,5,5,5,-4,5,-4,1,2,3,13,2,2,3,2,7000,0,0,0,0,0,0,0
9760,17,1,-4,3,1,2,2,5,5,1,-4,2,0,-4,2,-4,10,2,1,3,2,11000,0,-4,-4,-4,-4,-4,-4
9761,15,1,-4,3,1,2,2,5,5,2,-4,2,0,-4,2,-4,10,2,1,3,2,11000,0,-4,-4,-4,-4,-4,-4
9762,14,1,-4,2,18,7,7,4,5,4,-4,3,0,-4,2,-4,11,1,1,3,2,16000,0,-4,-4,-4,-4,-4,-4
9763,15,1,-4,4,18,7,7,1,5,6,-4,2,0,-4,1,3,14,1,2,3,2,8000,1,2,-4,-5,-5,-5,-5
9764,21,1,-4,1,1,2,2,2,5,2,-4,2,0,-4,-4,-4,10,2,1,3,4,30000,0,-4,-4,-4,-4,-4,-4
9765,19,1,-4,1,1,2,2,2,1,2,-4,1,0,-4,-4,-4,13,2,2,3,4,31000,0,2,-5,-5,-5,-5,-5
9766,18,1,-4,2,1,2,2,4,5,3,-4,3,0,-4,-4,-4,13,2,2,3,2,30000,0,1,1,1,1,1,1
9767,18,1,-4,2,1,2,2,5,5,5,-4,3,0,-4,-4,-4,10,2,1,3,1,30000,0,-4,-4,-4,-4,-4,-4
9768,21,1,-4,4,1,9,9,5,1,2,1,1,0,-4,-4,-4,13,2,2,3,4,5000,1,3,3,3,3,3,3
9769,16,1,-4,2,1,1,1,4,5,2,-4,3,0,-4,2,-4,10,2,1,3,2,-1,-3,-5,-5,-5,-5,-5,-5
9770,15,1,-4,1,18,1,1,6,5,3,-4,3,0,-4,1,-4,11,1,1,3,2,10000,0,-4,-5,-4,-4,-4,-4
9771,16,1,-4,5,18,7,7,2,5,1,-4,1,0,-4,-3,-4,11,1,1,3,2,22000,0,-4,-4,-5,-5,-5,-5
9772,16,1,-4,3,18,9,9,6,5,4,-4,4,0,-4,2,2,14,1,2,3,2,12000,0,-5,5,5,5,-5,-5
9773,15,1,-4,3,18,9,9,6,5,3,-4,3,0,-4,2,-4,11,1,1,3,2,12000,0,-5,-5,-5,-5,-5,-5
9774,18,1,-4,1,3,9,9,6,5,3,-4,3,0,-4,-4,-4,12,3,2,3,4,24000,0,-5,-5,-5,-5,-5,-5
9775,16,1,-4,4,18,7,7,5,5,4,-4,2,0,-4,-4,-4,11,1,1,3,2,21000,0,-4,-4,-4,-4,-4,-5
9776,19,1,-4,6,18,7,7,4,5,2,-4,3,0,-4,-4,-4,11,1,1,3,4,43000,0,-4,-4,-4,-4,-4,-4
9777,18,1,-4,6,18,0,7,3,5,3,-4,4,0,-4,-4,-4,11,1,1,3,2,43000,0,-4,-4,-4,-4,-4,-4
9778,19,1,1,3,18,7,7,2,5,5,-4,3,0,-4,-4,-4,14,1,2,4,4,-3,-3,3,3,3,3,3,3
9779,17,1,-4,4,18,7,7,1,5,5,-4,5,0,-4,1,-4,11,1,1,3,2,18500,0,-4,-4,-4,-4,-4,-4
9780,22,1,1,5,18,7,7,4,1,2,1,1,0,-4,-4,-4,11,1,1,3,1,19000,0,-5,-5,-5,-5,-5,-5
9781,21,1,-4,1,6,2,0,1,5,1,-4,1,0,-4,-4,-4,9,3,1,3,4,4000,1,-5,-5,-5,-5,-5,-5
9782,15,1,-4,3,3,7,7,2,5,4,-4,4,0,-4,2,4,12,3,2,4,2,-3,-3,-5,-5,-5,-5,-5,-5
9783,16,1,-4,3,21,7,7,5,5,3,-4,2,1,1,3,-4,11,1,1,4,2,-3,-3,-5,-5,-5,-4,-4,-4
9784,14,1,-4,3,21,7,7,5,5,3,-4,3,0,-4,1,3,14,1,2,4,2,-3,-3,3,3,3,3,3,3
9785,15,1,-4,7,29,1,0,2,5,2,-4,1,0,-4,3,-4,9,3,1,4,2,15000,0,-5,-5,-5,-5,-5,-5
9786,19,1,-4,3,21,7,7,5,5,3,-4,2,1,3,-4,-4,11,1,1,4,4,16000,0,-4,-4,-4,-4,-4,-4
9787,21,1,1,4,3,1,0,1,5,2,-4,2,0,-4,-4,-4,9,3,1,3,1,5000,0,-5,-5,-5,-5,-5,-5
9788,15,1,-4,2,6,2,2,1,5,3,-4,-3,0,-4,-2,-4,11,1,1,4,2,30000,0,-4,-4,-4,-4,-4,-4
9789,15,1,-4,4,6,7,7,2,5,2,-4,2,0,-4,2,1,14,1,2,4,2,21400,0,3,3,3,3,3,3
9790,14,1,-4,4,6,7,7,2,5,2,-4,2,0,-4,3,3,14,1,2,4,2,21400,0,3,3,3,3,3,3
9791,20,3,1,10,3,2,2,6,5,7,-4,6,0,-4,-4,-4,9,3,1,4,3,2500,1,-5,-5,-5,-5,-5,-5
9792,15,2,-4,7,6,9,0,1,5,2,-4,2,0,-4,1,-4,9,3,1,4,4,3480,1,-5,-5,-5,-5,-5,-5
9793,19,1,1,2,3,2,2,4,5,1,-4,1,0,-4,-4,-4,9,3,1,4,3,2910,1,-5,-5,-5,-5,-5,-5
9794,19,1,-4,6,3,9,9,5,5,2,-4,2,0,-4,-4,-4,9,3,1,4,4,4060,1,-5,-5,-5,-5,-5,-5
9795,16,1,-4,3,3,9,9,1,5,8,-4,3,0,-4,1,2,12,3,2,4,2,-2,-3,-5,-5,-5,-5,-5,-5
9796,14,1,-4,3,3,9,9,5,5,6,-4,5,0,-4,3,3,12,3,2,4,2,6500,1,-5,-5,-5,-5,-5,-5
9797,18,1,0,6,6,9,9,5,1,2,-4,2,0,-4,-4,-4,12,3,2,4,4,9200,0,-5,-5,-5,-5,-5,-5
9798,20,1,-4,4,6,7,7,2,5,2,-4,2,0,-4,-4,-4,12,3,2,4,1,5000,1,-5,-5,-5,-5,-5,-5
9799,17,1,-4,4,6,7,7,2,5,3,-4,3,0,-4,1,3,12,3,2,4,1,5000,1,-5,-5,-5,-5,-5,-5
9800,19,2,0,1,3,9,0,1,1,1,1,0,0,-4,-4,-4,9,3,1,4,1,-3,-3,-5,-5,-5,-5,-5,-5
9801,15,2,1,5,17,7,7,-3,5,3,-4,3,0,-4,-2,-4,11,1,1,4,1,1600,1,-5,-5,-5,-5,-5,-5
9802,16,3,1,5,17,7,7,1,5,3,-4,3,0,-4,-2,-4,11,1,1,4,1,4000,1,-5,-5,-5,-5,-5,-5
9803,19,1,-4,6,3,9,0,2,5,2,-4,2,0,-4,-4,-4,9,3,1,4,1,21000,0,-5,-5,-5,-5,-5,-5
9804,22,1,0,6,9,9,9,2,5,7,1,7,0,-4,-4,-4,9,3,1,4,4,2144,1,-5,-5,-5,-5,-5,-5
9805,21,2,-4,4,9,9,9,2,5,1,-4,2,0,-4,-4,-4,9,3,1,4,4,1056,1,-5,-5,-5,-5,-5,-5
9806,15,1,-4,8,9,1,2,1,5,2,-4,2,0,-4,2,-4,9,3,1,4,2,4000,1,-5,-5,-5,-5,-5,-5
9807,20,1,1,4,3,9,9,5,1,2,1,1,1,4,-4,-4,12,3,2,4,1,-3,-3,-5,-5,-5,-5,-5,-5
9808,21,2,1,1,13,6,6,1,1,2,1,1,0,-4,-4,-4,9,3,1,2,4,4400,1,-5,-5,-5,-5,-5,-5
9809,18,1,1,2,18,1,1,2,1,2,1,1,0,-4,-4,-4,14,1,2,4,1,4800,1,2,2,2,2,2,-5
9810,18,3,-4,4,9,7,7,5,5,5,-4,5,0,-4,-4,-4,11,1,1,4,2,75001,0,-4,-4,-4,-4,-4,-4
9811,21,1,-4,5,17,7,7,4,5,2,-4,2,0,-4,-4,-4,14,1,2,4,1,15000,0,2,2,2,2,2,2
9812,20,1,-4,5,17,7,7,3,5,2,-4,2,0,-4,-4,-4,11,1,1,4,1,15000,0,-4,-4,-4,-4,-4,-4
9813,15,1,-4,6,17,7,7,4,5,2,-4,2,0,-4,-2,4,14,1,2,4,2,15000,0,-5,0,-5,-5,-5,0
9814,14,1,-4,6,17,7,7,4,5,2,-4,2,0,-4,-2,-4,11,1,1,4,2,15000,0,-4,-4,-4,-4,-4,-4
9815,18,1,-4,6,19,1,0,1,5,6,-4,6,0,-4,-4,-4,11,1,1,4,1,-2,-3,-5,-4,-4,-4,-4,-4
9816,16,1,-4,7,19,7,7,1,5,5,-4,5,0,-4,2,-4,11,1,1,4,1,-3,-3,-4,-4,-4,-4,-4,-4
9817,19,1,1,6,19,7,7,4,5,4,-4,20,0,-4,-4,-4,14,1,2,4,1,-3,-3,3,3,3,3,3,3
9818,15,1,-4,2,6,1,0,2,5,2,-4,3,0,-4,3,4,12,3,2,4,2,-3,-3,-5,-5,-5,-5,-5,-5
9819,21,1,-4,4,21,7,7,1,5,3,-4,3,0,-4,-4,-4,11,1,1,4,4,50000,0,-5,-5,-5,-5,-5,-5
9820,17,1,-4,5,17,7,7,3,5,4,-4,4,0,-4,1,2,14,1,2,4,2,15100,0,1,1,1,1,1,1
9821,15,1,-4,5,18,7,7,4,5,4,-4,5,0,-4,1,-4,11,1,1,4,2,15100,0,-4,-5,-5,-4,-5,-4
9822,14,1,-4,5,18,7,7,4,5,2,-4,2,0,-4,2,-4,11,1,1,4,2,15100,0,-4,-4,-4,-4,-4,-4
9823,20,1,-4,8,1,9,9,5,5,4,-4,4,0,-4,-4,-4,10,2,1,4,3,14500,0,-4,-4,-4,-4,-4,-4
9824,17,1,-4,8,1,9,9,6,5,4,-4,4,0,-4,2,2,13,2,2,4,2,14500,0,0,0,0,0,0,0
9825,17,1,-4,5,1,5,5,3,5,3,-4,3,0,-4,4,-4,10,2,1,4,2,8780,0,-4,-4,-4,-4,-4,-4
9826,16,1,-4,5,1,5,5,4,5,3,-4,3,0,-4,-2,3,13,2,2,4,2,8780,0,1,1,1,1,1,1
9827,14,1,-4,5,1,5,5,4,5,2,-4,3,0,-4,2,-4,10,2,1,4,2,8780,0,-5,-5,-5,-5,-5,-5
9828,16,1,-4,5,18,7,7,5,5,0,-4,0,0,-4,1,1,14,1,2,4,2,7824,1,5,5,5,5,5,5
9829,18,1,-4,3,17,7,7,2,5,2,-4,2,0,-4,-4,-4,11,1,1,4,2,16000,0,-4,-4,-4,-4,-4,-4
9830,15,1,-4,3,17,7,7,4,5,3,-4,2,0,-4,3,-2,14,1,2,4,2,14600,0,3,3,3,3,3,-5
9831,19,2,-4,4,9,9,9,4,5,4,-4,4,-4,-4,-4,-4,14,1,2,4,3,-2,-3,-5,-5,2,2,2,2
9832,18,1,-4,3,18,7,6,4,5,2,-4,1,0,-4,-4,-4,14,1,2,4,2,25000,0,2,-5,-5,-5,-5,-5
9833,19,1,0,3,5,9,0,2,5,2,-4,0,0,-4,-4,-4,9,3,1,4,4,-3,-3,-5,-5,-5,-5,-5,-5
9834,19,2,0,4,6,2,2,2,1,2,2,0,0,-4,-4,-4,12,3,2,4,2,5436,1,-5,-5,-5,-5,-5,-5
9835,14,1,-4,4,18,7,7,5,5,2,-4,3,0,-4,3,-4,11,1,1,4,2,13500,0,-4,-4,-4,-4,-4,-4
9836,16,1,-4,6,17,7,7,5,5,6,-4,4,0,-4,2,-4,11,1,1,4,2,7920,0,-4,-5,-4,-4,-4,-5
9837,14,1,-4,4,17,7,7,5,5,3,-4,4,0,-4,1,3,14,1,2,4,2,7920,0,4,4,4,4,4,4
9838,20,1,-4,5,18,7,7,3,5,5,1,4,0,-4,-4,-4,14,1,2,4,4,17200,0,4,4,4,4,4,4
9839,17,1,-4,10,17,7,7,5,5,2,-4,5,0,-4,2,4,14,1,2,4,2,12200,0,3,3,3,3,3,3
9840,16,1,-4,9,18,7,7,5,5,4,-4,5,0,-4,2,4,14,1,2,4,2,12200,0,3,3,3,3,3,3
9841,14,1,-4,9,18,7,7,5,5,4,-4,4,0,-4,3,-4,11,1,1,4,2,12200,0,-4,-4,-4,-4,-4,-5
9842,15,1,-4,1,3,4,0,1,5,2,-4,2,0,-4,2,-4,9,3,1,4,2,9000,0,-5,-5,-5,-5,-5,-5
9843,19,1,-4,11,17,7,7,4,5,0,-4,0,0,-4,-4,-4,11,1,1,4,1,2000,1,-4,-4,-4,-4,-4,-4
9844,17,1,-4,11,18,7,7,5,5,2,-4,4,0,-4,1,2,14,1,2,4,2,1500,1,5,5,5,5,5,5
9845,19,1,-4,5,17,7,7,5,5,2,-4,0,1,3,-4,-4,14,1,2,4,2,-2,-3,3,3,3,3,3,-5
9846,19,1,-4,5,17,7,7,3,5,3,-4,3,0,-4,-4,-4,11,1,1,4,4,-2,-3,-4,-4,-5,-5,-5,-5
9847,15,1,-4,5,17,7,7,2,5,4,-4,4,-4,1,3,-4,11,1,1,4,2,-2,-3,-4,-4,-4,-4,-4,-4
9848,14,1,-4,2,11,7,7,6,5,3,-4,3,0,-4,3,-4,11,1,1,4,2,26000,0,-4,-4,-5,-4,-4,-5
9849,15,1,-4,1,5,9,0,2,5,1,-4,1,0,-4,3,4,14,1,2,4,2,2077,1,-5,0,0,0,-5,-5
9850,18,1,-4,4,16,7,1,2,5,2,-4,2,1,3,-4,-4,11,1,1,4,4,24000,0,-4,-4,-5,-5,-5,-4
9851,15,1,-4,3,17,7,7,4,5,4,-4,4,0,-4,2,3,14,1,2,4,2,-2,-3,-5,-5,-5,-5,-5,-5
9852,14,1,-4,2,9,7,9,6,5,4,-4,3,0,-4,1,4,14,1,2,4,2,40000,0,-5,-5,1,1,1,1
9853,17,1,-3,8,18,0,0,1,5,0,-4,1,0,-4,3,-4,11,1,1,4,1,-2,-3,-4,-4,-4,-4,-4,-4
9854,16,1,-4,8,18,-2,0,1,5,3,-4,3,0,-4,3,-4,11,1,1,4,2,-2,-3,-4,-4,-4,-4,-4,-4
9855,14,1,-4,8,18,7,7,2,5,0,-4,0,0,-4,3,3,14,1,2,4,2,-2,-3,2,2,2,2,2,2
9856,20,1,-4,5,19,7,7,2,5,2,-4,2,0,-4,-4,-4,11,1,1,4,4,8500,0,-5,-5,-5,-5,-5,-5
9857,18,1,-4,1,15,7,0,4,5,0,-4,0,0,-4,-4,-4,11,1,1,4,2,18000,0,-5,-5,-5,-5,-5,-5
9858,20,2,0,4,18,9,0,1,1,2,-4,2,0,-4,-4,-4,14,1,2,4,4,11010,0,3,3,3,3,3,3
9859,20,1,-4,4,17,7,7,2,5,4,-4,2,0,-4,-4,-4,11,1,1,4,4,9000,1,-5,-5,-5,-5,-5,-5
9860,18,1,-4,4,17,7,7,2,5,2,-4,3,0,-4,-4,-4,11,1,1,4,2,9000,1,-5,-4,-4,-4,-4,-4
9861,21,1,0,6,6,7,1,1,3,1,1,0,0,-4,-4,-4,12,3,2,4,4,4520,0,-5,-5,-5,-5,-5,-5
9862,17,1,-4,2,12,7,7,5,5,6,-4,2,0,-4,4,4,14,1,2,4,1,21000,0,3,3,3,3,3,3
9863,15,1,-4,4,3,3,3,4,5,2,-4,2,0,-4,-4,-4,14,1,2,4,2,6000,1,0,0,0,0,0,-5
9864,20,1,-4,11,3,2,9,1,1,3,2,1,1,3,-4,-4,12,3,2,4,1,-2,-3,-5,-5,-5,-5,-5,-5
9865,15,1,-4,3,16,7,7,2,5,3,-4,3,-4,3,1,4,14,1,2,4,2,6240,1,7,7,7,-5,-5,-5
9866,16,1,-4,2,9,7,7,6,5,0,-4,3,0,-4,3,3,14,1,2,4,2,20500,0,-5,-5,-5,-5,-5,0
9867,15,1,-4,2,5,7,7,5,5,7,-4,5,0,-4,2,4,14,1,2,4,2,20500,0,-5,-5,-5,-5,-5,-5
9868,17,1,-4,2,11,7,7,4,5,2,-4,3,0,-4,1,-4,11,1,1,4,2,8000,1,-4,-4,-4,-4,-4,-4
9869,19,1,-4,2,18,7,7,2,5,2,-4,7,0,-4,-4,-4,11,1,1,4,1,6000,0,-4,-4,-4,-4,-5,-5
9870,14,1,-4,1,18,7,7,5,5,3,-4,3,0,-4,-2,3,14,1,2,4,2,18000,0,3,3,3,3,3,3
9871,19,1,-4,8,1,2,2,1,5,1,1,0,0,-4,-4,-4,13,2,2,4,4,11000,1,2,2,2,2,2,2
9872,17,1,-4,8,1,2,2,1,5,4,-4,2,0,-4,2,3,13,2,2,4,3,11000,1,0,0,0,0,0,0
9873,14,1,-4,4,1,9,9,5,5,2,-4,3,0,-4,-2,-4,10,2,1,4,2,15000,0,-4,-4,-4,-4,-4,-4
9874,14,1,-4,4,1,9,9,5,5,4,-4,4,0,-4,1,4,13,2,2,4,2,15000,0,3,3,3,3,3,3
9875,16,1,-4,2,3,7,7,4,5,3,-4,2,0,-4,3,-4,11,1,1,4,2,25000,0,-4,-4,-4,-4,-4,-4
9876,22,1,0,5,17,7,7,3,1,2,-4,2,0,-4,-4,-4,11,1,1,4,4,14090,0,-4,-4,-4,-4,-4,-4
9877,16,1,-4,4,1,2,2,5,5,5,-4,8,0,-4,1,3,13,2,2,4,2,9062,1,-5,-5,2,2,2,2
9878,17,1,-4,6,18,7,7,5,5,5,-4,3,0,-4,3,-4,11,1,1,4,2,19000,0,-5,-5,-5,-5,-5,-5
9879,16,1,-4,7,1,2,2,4,5,4,-4,4,0,-4,3,-4,10,2,1,4,2,18000,0,-4,-4,-4,-4,-4,-4
9880,14,1,-4,3,1,2,2,5,5,0,-4,0,0,-4,3,-4,10,2,1,4,2,18000,0,-4,-4,-4,-5,-5,-4
9881,14,1,-4,6,18,7,7,3,5,3,-4,3,0,-4,2,3,14,1,2,4,2,15000,0,-5,3,-5,-5,-5,-5
9882,21,1,0,6,4,7,7,3,5,3,-4,4,0,-4,-4,-4,12,3,2,4,4,8210,0,-5,-5,-5,-5,-5,-5
9883,19,1,-3,6,17,7,7,4,5,2,-4,2,0,-4,-4,-4,11,1,1,4,4,12000,0,-4,-4,-4,-4,-4,-4
9884,19,1,-4,6,17,7,7,2,5,4,-4,4,0,-4,-4,-4,11,1,1,4,4,12200,0,-4,-4,-4,-4,-4,-4
9885,20,1,-4,6,17,7,7,2,5,2,-4,2,0,-4,-4,-4,14,1,2,-4,4,12200,0,2,2,-5,-5,-5,-5
9886,14,1,-4,6,17,7,7,5,5,6,-4,4,0,-4,1,-4,11,1,1,4,2,12200,0,-4,-4,-4,-4,-4,-4
9887,19,2,-4,2,17,7,7,5,5,3,-4,4,0,-4,-4,-4,14,1,2,4,4,-3,-3,2,2,2,-5,-5,-5
9888,18,1,-4,1,17,7,7,2,5,5,-4,3,-4,1,-4,-4,11,1,1,4,1,-2,-3,-4,-4,-4,-4,-4,-4
9889,20,1,0,4,5,2,1,2,5,4,-4,3,0,-4,-4,-4,9,3,1,4,3,4908,0,-5,-5,-5,-5,-5,-5
9890,22,1,1,2,3,7,7,2,5,4,-4,4,0,-4,-4,-4,11,1,1,4,3,-3,-3,-4,-4,-5,-4,-4,-4
9891,20,1,-4,2,5,7,7,2,5,4,-4,4,0,-4,-4,-4,14,1,2,4,4,25000,0,-5,-5,-5,-5,-5,-5
9892,15,1,-4,2,15,7,7,3,5,3,-4,3,0,-4,3,3,14,1,2,4,2,30000,0,2,2,2,2,2,2
9893,20,1,-4,3,6,0,0,1,5,2,-4,2,0,-4,-4,-4,10,2,1,4,4,32000,0,-4,-4,-4,-4,-4,-4
9894,21,1,-4,3,18,7,7,5,5,2,-4,2,0,-4,-4,-4,14,1,2,4,4,12000,0,-5,-5,-5,-5,-5,-5
9895,19,1,-4,2,18,7,7,2,5,4,-4,-2,0,-4,-4,-4,14,1,2,4,4,14500,0,3,3,3,3,3,3
9896,20,1,-4,2,18,7,7,5,5,4,-4,4,0,-4,-4,-4,14,1,2,4,3,33000,0,0,0,0,0,0,-5
9897,17,1,-4,3,18,7,7,5,5,2,-4,2,0,-4,2,2,14,1,2,4,2,33000,0,2,2,2,2,2,2
9898,17,1,-4,2,17,7,7,5,5,2,-4,3,0,-4,3,4,14,1,2,4,2,33000,0,-5,-5,-5,-5,-5,-5
9899,21,1,0,4,6,7,0,1,5,3,-4,3,0,-4,-4,-4,14,1,2,4,4,7000,0,-5,-5,-5,-5,-5,-5
9900,20,1,1,2,3,1,1,1,5,3,-4,3,0,-4,-4,-4,12,3,2,4,3,2300,1,-5,-5,-5,-5,-5,-5
9901,20,1,1,5,11,0,0,2,5,8,-4,4,0,-4,-4,-4,11,1,1,4,4,23300,0,-4,-4,-4,-4,-4,-4
9902,18,1,1,5,29,0,0,1,5,4,-4,4,0,-4,-4,-4,11,1,1,4,2,-3,-3,-4,-4,-4,-4,-4,-5
9903,14,1,-4,1,6,1,1,5,5,3,-4,3,0,-4,-4,-4,14,1,2,4,2,15000,0,-5,-5,-5,-5,-5,-5
9904,19,1,-4,9,17,7,7,5,5,3,-4,3,0,-4,-4,-4,11,1,1,-4,4,-3,-3,-4,-5,-5,-5,-5,-5
9905,18,1,-4,6,17,7,7,2,5,4,-4,4,0,-4,-4,-4,11,1,1,4,1,21700,0,-4,-4,-4,-4,-4,-4
9906,14,1,-4,6,16,7,7,2,5,3,-4,-3,1,-4,3,4,14,1,2,4,2,21700,0,2,2,2,2,2,2
9907,18,1,-4,9,8,9,9,2,5,2,-4,2,0,-4,-4,-4,9,3,1,4,1,4400,1,-5,-5,-5,-5,-5,-5
9908,18,1,-4,9,8,7,7,2,5,2,-4,2,0,-4,-4,-4,9,3,1,4,1,-2,-3,-5,-5,-5,-5,-5,-5
9909,17,1,-4,9,8,7,7,5,5,2,-4,2,0,-4,4,-4,9,3,1,4,2,-3,-3,-5,-5,-5,-5,-5,-5
9910,15,1,-4,9,2,9,9,4,5,3,-4,3,0,-4,-2,-2,12,3,2,4,2,4400,1,-5,-5,-5,-5,-5,-5
9911,16,1,-4,9,18,7,7,3,5,2,-4,2,0,-4,2,-4,11,1,1,4,2,-1,-3,-5,-5,-5,-5,-5,-5
9912,16,1,-4,10,18,7,7,5,5,4,-4,4,0,-4,2,-4,11,1,1,4,2,-2,-3,-5,-4,-4,-5,-5,-5
9913,19,1,-4,4,16,7,7,5,5,4,-4,4,0,-4,-4,-4,14,1,2,4,1,16000,0,3,3,3,3,3,3
9914,15,1,-4,5,17,7,7,3,5,3,-4,3,0,-4,3,-4,11,1,1,4,2,12000,0,-4,-4,-4,-4,-4,-4
9915,21,1,1,6,17,7,7,5,5,3,2,0,0,-4,-4,-4,11,1,1,4,1,-3,-3,-5,-4,-4,-4,-4,-4
9916,16,1,-4,6,17,7,7,5,5,2,-4,2,0,-4,-3,-3,14,1,2,4,1,0,1,-5,4,4,4,4,4
9917,20,1,-4,4,3,2,9,2,5,5,-4,0,0,-4,-4,-4,9,3,1,4,1,2700,1,-5,-5,-5,-5,-5,-5
9918,17,1,-4,5,17,7,7,4,5,2,-4,2,0,-4,1,-4,11,1,1,4,2,12000,0,-5,-4,-5,-4,-4,-4
9919,16,1,-4,3,18,7,7,5,5,4,-4,2,0,-4,1,-4,11,1,1,4,2,12000,0,-5,-5,-4,-4,-4,-4
9920,14,1,-4,1,1,2,2,4,5,2,-4,2,0,-4,2,3,13,2,2,4,2,16000,0,-5,-5,-5,-5,-5,-5
9921,18,1,-4,3,3,4,4,4,5,2,-4,3,1,3,-4,-4,12,3,2,4,2,4500,0,-5,-5,-5,-5,-5,-5
9922,19,1,0,1,18,6,1,1,4,2,-4,2,0,-4,-4,-4,14,1,2,4,4,5000,0,2,2,2,2,2,2
9923,21,1,1,2,18,7,7,5,4,1,-4,1,0,-4,-4,-4,14,1,2,-4,4,4500,0,0,0,0,0,0,0
9924,20,1,-4,5,28,7,7,6,5,0,-4,3,0,-4,-4,-4,12,3,2,4,4,33000,0,-5,-5,-5,-5,-5,-5
9925,15,1,-4,3,18,7,7,2,5,3,-4,-2,0,-4,1,1,14,1,2,4,2,18000,0,2,2,2,2,-5,2
9926,20,1,-3,2,1,2,2,2,5,4,-4,4,0,-4,-4,-4,10,2,1,4,4,3500,1,-4,-5,-5,-5,-5,-5
9927,20,1,-4,4,18,7,7,2,5,2,-4,2,0,-4,-4,-4,14,1,2,4,4,22000,0,2,2,2,2,2,2
9928,18,1,-4,2,1,2,2,2,5,4,-4,4,0,-4,-4,-4,10,2,1,4,2,15000,0,-4,-4,-4,-4,-4,-4
9929,16,1,-4,2,1,2,2,3,5,3,-4,3,0,-4,1,-4,10,2,1,4,2,15000,0,-4,-4,-4,-4,-4,-5
9930,17,1,-4,5,18,7,7,5,5,4,-4,3,0,-4,-3,-3,14,1,2,4,2,-2,-3,-5,-5,-5,-5,-5,-5
9931,18,1,-4,2,18,7,7,5,5,2,-4,2,0,-4,-4,-4,14,1,2,4,4,18000,0,-5,-5,-5,-5,-5,-5
9932,19,1,0,2,3,0,1,1,1,3,-4,2,0,-4,-4,-4,12,3,2,4,1,31500,0,-5,-5,-5,-5,-5,-5
9933,16,1,-3,4,18,7,7,6,5,4,-4,3,0,-4,-3,-4,11,1,1,4,2,16000,0,-4,-4,-4,-4,-4,-4
9934,14,1,-4,2,18,7,7,5,5,3,-4,3,0,-4,2,-4,11,1,1,4,2,-2,-3,-4,-4,-4,-4,-4,-4
9935,16,1,-4,7,18,2,2,1,5,2,-4,2,0,-4,2,4,14,1,2,4,2,7000,1,-5,-5,4,4,-5,-5
9936,19,1,-3,16,18,7,9,4,5,3,-4,3,0,-4,-4,-4,11,1,1,4,4,-3,-3,-4,-4,-4,-4,-4,-4
9937,20,1,-4,2,18,7,7,2,5,3,-4,2,0,-4,-4,-4,11,1,1,4,4,-3,-3,-4,-4,-4,-4,-4,-4
9938,16,1,-4,2,12,7,7,3,5,2,-4,2,0,-4,-3,-3,14,1,2,4,2,22000,0,4,4,4,4,4,4
9939,20,1,-4,2,17,7,7,3,5,4,-4,4,0,-4,-4,-4,14,1,2,4,3,-2,-3,-5,2,2,2,2,2
9940,21,1,1,4,18,7,7,2,1,1,1,0,0,-4,-4,-4,14,1,2,4,1,5038,1,2,2,2,2,2,2
9941,19,2,-3,4,17,2,2,6,5,2,-4,2,0,-4,-4,-4,14,1,2,4,1,14000,0,2,2,2,2,2,2
9942,17,1,-3,4,17,9,9,6,5,1,-4,1,0,-4,1,-4,11,1,1,4,2,-2,-3,-4,-5,-5,-5,-5,-5
9943,20,1,0,7,17,7,7,5,1,4,-4,4,0,-4,-4,-4,11,1,1,4,1,-3,-3,-4,-5,-5,-5,-5,-5
9944,16,1,-4,8,19,7,7,4,1,4,-4,4,0,-4,-2,-2,14,1,2,4,1,-3,-3,-5,-5,-5,-5,-5,-5
